model_name,price,manufacturing_year,engine_capacity,spare_key,transmission,km_driven,ownership,fuel_type,imperfections,repainted_parts
Hyundai Verna,424000,2020,1197,Yes,Manual,62405,3,PETROL,8,2
Maruti Dzire,512000,2018,1197,Yes,Manual,111035,1,PETROL,8,2
Hyundai Verna,545000,2013,1197,Yes,Manual,117658,1,DIESEL,8,2
2018 Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,630000,2018,1462,Yes,Manual,43343,1,PETROL,10,9
Maruti Swift,573000,2018,1197,Yes,Manual,22518,2,PETROL,8,2
Hyundai Verna,716000,2017,1197,Yes,Manual,61703,1,PETROL,8,2
Maruti Baleno,490000,2016,1197,Yes,Manual,100505,1,PETROL,8,2
Maruti Alto 800,327000,2018,1197,Yes,Manual,95385,1,PETROL,8,2
2021 Maruti Baleno DELTA CVT PETROL 1.2,667000,2021,1197,No,Automatic,32596,2,PETROL,7,8
Maruti Baleno,447000,2017,1197,Yes,Manual,36540,1,PETROL,8,2
Tata NEXON,1085000,2022,1197,Yes,Manual,17665,1,PETROL,8,2
Honda WR-V,765000,2017,1197,Yes,Manual,21647,1,PETROL,8,2
Hyundai Grand i10,555000,2017,1197,Yes,Manual,39595,1,PETROL,8,2
2017 Maruti Baleno RS 1.0 PETROL,573000,2017,998,No,Manual,90881,1,PETROL,24,1
Maruti Baleno,705000,2017,1197,Yes,Manual,70528,1,PETROL,8,2
Honda Brio,317000,2012,1197,Yes,Manual,50076,1,PETROL,8,2
Maruti Swift,433200,2017,1197,Yes,Manual,83231,1,PETROL,8,2
Hyundai Grand i10,519000,2018,1197,Yes,Manual,27334,1,PETROL,8,2
Honda Amaze,460000,2016,1197,Yes,Manual,111247,2,PETROL,8,2
Tata TIGOR,441000,2017,1197,Yes,Manual,110311,1,PETROL,8,2
Volkswagen Polo,556000,2016,1197,Yes,Manual,60491,1,PETROL,8,2
Volkswagen Polo,537000,2017,1197,Yes,Manual,65366,2,PETROL,8,2
Maruti Swift,471000,2014,1197,Yes,Manual,73889,1,PETROL,8,2
2019 Maruti Alto K10 VXI,369000,2019,998,Yes,Manual,39091,1,PETROL,22,3
2021 Maruti Baleno DELTA PETROL 1.2,633000,2021,1197,Yes,Manual,29923,1,PETROL,10,4
Hyundai Elite i20,550000,2016,1197,Yes,Manual,51264,2,PETROL,8,2
Maruti Ciaz,1144000,2017,1197,Yes,Manual,14010,1,PETROL,8,2
Honda City,691000,2017,1197,Yes,Manual,95291,1,PETROL,8,2
2020 Maruti Alto LXI,339000,2020,796,Yes,Manual,29588,2,PETROL,3,6
Renault Kwid,329000,2018,1197,Yes,Manual,52063,1,PETROL,8,2
Skoda Rapid,793000,2017,1197,Yes,Manual,36023,1,PETROL,8,2
Maruti S PRESSO,500000,2022,1197,Yes,Manual,18993,1,CNG,8,2
Hyundai NEW SANTRO,648000,2021,1197,Yes,Manual,5603,1,PETROL,8,2
Maruti Swift,802000,2021,1197,Yes,Manual,21547,2,PETROL,8,2
Hyundai Verna,651000,2020,1197,Yes,Manual,59138,1,PETROL,8,2
Ford Ecosport,833000,2019,1197,Yes,Manual,23724,1,PETROL,8,2
2017 Maruti Alto K10 VXI (O) AMT,323000,2017,998,Yes,Automatic,70605,1,PETROL,0,0
Honda Amaze,612000,2019,1197,Yes,Manual,67830,2,PETROL,8,2
Hyundai Grand i10,440000,2014,1197,Yes,Manual,59973,1,PETROL,8,2
Hyundai Grand i10,510000,2016,1197,Yes,Manual,97535,1,PETROL,8,2
Maruti Baleno,620000,2019,1197,Yes,Manual,32895,2,PETROL,8,2
Maruti Swift,374400,2012,1197,Yes,Manual,102912,1,PETROL,8,2
Toyota Etios,265000,2011,1197,Yes,Manual,76969,1,PETROL,8,2
Ford Ecosport,718000,2018,1197,Yes,Manual,94521,1,DIESEL,8,2
Hyundai i20,271000,2012,1197,Yes,Manual,55557,2,PETROL,8,2
Maruti Swift,443000,2014,1197,Yes,Manual,85876,1,DIESEL,8,2
2021 Maruti Baleno ZETA CVT PETROL 1.2,792000,2021,1197,Yes,Automatic,16690,1,PETROL,4,2
Hyundai GRAND I10 NIOS,650000,2021,1197,Yes,Manual,6162,1,PETROL,8,2
Maruti Baleno,496000,2016,1197,Yes,Manual,63142,1,PETROL,8,2
2016 Maruti Swift Dzire ZXI,638000,2016,1197,Yes,Manual,57333,1,PETROL,6,0
Hyundai i10,269000,2011,1197,Yes,Manual,54404,1,PETROL,8,2
Honda Amaze,801000,2020,1197,Yes,Manual,24141,1,PETROL,8,2
Renault Kiger,922000,2021,1197,Yes,Manual,17210,1,PETROL,8,2
Maruti Ciaz,756000,2017,1197,Yes,Manual,36611,1,PETROL,8,2
2012 Maruti Swift ZXI,311000,2012,1197,Yes,Manual,55346,1,PETROL,25,9
Honda WR-V,744700,2017,1197,Yes,Manual,102483,1,DIESEL,8,2
Maruti S PRESSO,447000,2020,1197,Yes,Manual,79019,1,CNG,8,2
Maruti Swift,454000,2013,1197,Yes,Manual,88163,2,DIESEL,8,2
2015 Maruti Alto K10 VXI AMT,296000,2015,998,Yes,Automatic,31342,2,PETROL,9,3
2018 Maruti Wagon R 1.0 LXI CNG,390000,2018,998,Yes,Manual,56257,1,CNG,0,0
Maruti XL6,930000,2019,1197,Yes,Manual,35941,1,PETROL,8,2
Mahindra XUV500,561000,2014,1197,Yes,Manual,107080,2,DIESEL,8,2
Maruti Alto K10,380000,2017,1197,Yes,Manual,45497,1,PETROL,8,2
Hyundai Verna,778000,2017,1197,Yes,Manual,59476,2,PETROL,8,2
Nissan Micra Active,335000,2017,1197,Yes,Manual,32366,1,PETROL,8,2
Hyundai AURA,521000,2021,1197,Yes,Manual,26985,1,PETROL,8,2
Hyundai NEW I20,1042000,2022,1197,Yes,Manual,17575,1,PETROL,8,2
Maruti Vitara Brezza,833000,2017,1197,Yes,Manual,121129,2,DIESEL,8,2
Maruti Celerio,440000,2016,1197,Yes,Manual,87612,1,CNG,8,2
Honda Amaze,326000,2014,1197,Yes,Manual,23808,1,PETROL,8,2
Maruti Swift,736000,2021,1197,Yes,Manual,58703,1,PETROL,8,2
Maruti Wagon R 1.0,383000,2015,1197,Yes,Manual,69581,2,PETROL,8,2
Maruti Wagon R 1.0,201000,2011,1197,Yes,Manual,22955,2,PETROL,8,2
Maruti Ciaz,607000,2015,1197,Yes,Manual,86851,2,PETROL,8,2
Honda Amaze,667000,2022,1197,Yes,Manual,25905,1,PETROL,8,2
2023 Maruti BREZZA ZXI SMART HYBRID,1182000,2023,1462,No,Manual,8727,1,PETROL,4,0
Hyundai Elite i20,540000,2017,1197,Yes,Manual,40373,2,PETROL,8,2
Renault Kwid,546000,2021,1197,Yes,Manual,19062,1,PETROL,8,2
Maruti Swift,232000,2010,1197,Yes,Manual,82909,1,PETROL,8,2
Tata NEXON,817000,2019,1197,Yes,Manual,4884,2,PETROL,8,2
Hyundai Creta,1029000,2017,1197,Yes,Manual,82642,2,DIESEL,8,2
Maruti Celerio,518000,2017,1197,Yes,Manual,30622,2,PETROL,8,2
Hyundai Eon,191000,2013,1197,Yes,Manual,33119,1,PETROL,8,2
Maruti Vitara Brezza,789000,2019,1197,Yes,Manual,61307,1,DIESEL,8,2
Hyundai Elite i20,711000,2017,1197,Yes,Manual,29041,1,PETROL,8,2
Maruti Alto K10,343000,2018,1197,Yes,Manual,29096,1,PETROL,8,2
Hyundai Grand i10,497000,2018,1197,Yes,Manual,27721,1,PETROL,8,2
Maruti Dzire,720000,2018,1197,Yes,Manual,24092,2,PETROL,8,2
Maruti Alto 800,322000,2016,1197,Yes,Manual,48071,1,PETROL,8,2
Maruti Alto 800,319000,2017,1197,Yes,Manual,74195,1,PETROL,8,2
Maruti Alto 800,172650,2014,1197,Yes,Manual,85119,1,PETROL,8,2
Volkswagen Polo,535000,2017,1197,Yes,Manual,83286,1,PETROL,8,2
Maruti Alto,210000,2011,1197,Yes,Manual,52435,2,PETROL,8,2
Maruti Swift,613000,2015,1197,Yes,Manual,74704,1,DIESEL,8,2
Hyundai Eon,293000,2014,1197,Yes,Manual,48407,1,PETROL,8,2
2019 Maruti Baleno ZETA CVT PETROL 1.2,681000,2019,1197,Yes,Automatic,15895,1,PETROL,10,2
Honda City,441000,2017,1197,Yes,Manual,61074,1,PETROL,8,2
Maruti Alto,327000,2019,1197,Yes,Manual,26449,1,PETROL,8,2
Hyundai Creta,1684000,2020,1197,Yes,Manual,30751,1,PETROL,8,2
Maruti Swift,685000,2018,1197,Yes,Manual,87660,1,PETROL,8,2
Maruti Swift,737000,2022,1197,Yes,Manual,20846,1,PETROL,8,2
Maruti Celerio,431000,2018,1197,Yes,Manual,7516,1,PETROL,8,2
Nissan MAGNITE,718000,2022,1197,Yes,Manual,11850,1,PETROL,8,2
Tata Tiago,546000,2020,1197,Yes,Manual,45364,1,PETROL,8,2
Hyundai Verna,550000,2011,1197,Yes,Manual,52807,1,DIESEL,8,2
Datsun Go Plus,449000,2019,1197,Yes,Manual,18254,2,PETROL,8,2
2020 Maruti Vitara Brezza ZXI PLUS,793000,2020,1462,No,Manual,23702,1,PETROL,15,5
Hyundai GRAND I10 NIOS,728000,2021,1197,Yes,Manual,10750,1,PETROL,8,2
Hyundai Elite i20,522000,2018,1197,Yes,Manual,56838,2,PETROL,8,2
Maruti Dzire,553000,2017,1197,Yes,Manual,81369,1,PETROL,8,2
Honda WR-V,756000,2019,1197,Yes,Manual,50923,1,PETROL,8,2
2016 Maruti Celerio ZXI AMT,374000,2016,998,Yes,Automatic,84574,1,PETROL,10,8
Maruti Ciaz,790000,2017,1197,Yes,Manual,64130,2,PETROL,8,2
2019 Maruti Ciaz ALPHA 1.5 SHVS PETROL,804000,2019,1462,Yes,Manual,27877,1,PETROL,7,8
Hyundai Grand i10,515000,2017,1197,Yes,Manual,35775,1,PETROL,8,2
2017 Maruti Celerio ZXI,388000,2017,998,No,Manual,27882,1,PETROL,16,4
Honda WR-V,700000,2017,1197,Yes,Manual,80430,1,PETROL,8,2
Maruti Wagon R 1.0,374000,2015,1197,Yes,Manual,60409,1,PETROL,8,2
Skoda Rapid,781000,2017,1197,Yes,Manual,120754,1,DIESEL,8,2
Maruti Swift,384000,2015,1197,Yes,Manual,77807,2,PETROL,8,2
Maruti S Cross,839000,2021,1197,Yes,Manual,17916,1,PETROL,8,2
Hyundai i10,248000,2011,1197,Yes,Manual,62237,1,PETROL,8,2
Maruti Baleno,552000,2019,1197,Yes,Manual,32346,1,PETROL,8,2
Maruti Swift Dzire,451000,2013,1197,Yes,Manual,41312,1,PETROL,8,2
Maruti Baleno,783000,2021,1197,Yes,Manual,14485,1,PETROL,8,2
2017 Maruti Swift LXI (O),416000,2017,1197,Yes,Manual,61039,1,PETROL,15,1
2019 Maruti Baleno DELTA PETROL 1.2,529000,2019,1197,No,Manual,65533,1,PETROL,24,9
2016 Maruti Ciaz ZXI+,526000,2016,1373,Yes,Manual,87163,1,PETROL,17,5
2020 Maruti Baleno ZETA PETROL 1.2,659000,2020,1197,Yes,Manual,31845,1,PETROL,11,6
Ford Ecosport,617000,2017,1197,Yes,Manual,102616,1,DIESEL,8,2
Hyundai NEW I20,808000,2020,1197,Yes,Manual,12122,1,PETROL,8,2
Maruti Ciaz,527000,2022,1197,Yes,Manual,50853,1,PETROL,8,2
Maruti Baleno,649000,2019,1197,Yes,Manual,34861,1,PETROL,8,2
Maruti Baleno,707000,2021,1197,Yes,Manual,19009,1,PETROL,8,2
Hyundai GRAND I10 NIOS,644000,2021,1197,Yes,Manual,50380,1,CNG,8,2
Hyundai i20,429000,2014,1197,Yes,Manual,53014,1,PETROL,8,2
Renault Kiger,662000,2022,1197,Yes,Manual,21838,1,PETROL,8,2
2019 Maruti New Wagon-R LXI CNG (O) 1.0,482000,2019,998,Yes,Manual,48593,1,CNG,19,3
Hyundai i20,421000,2013,1197,Yes,Manual,61276,1,PETROL,8,2
KIA CARENS,1134000,2022,1197,Yes,Manual,5367,1,PETROL,8,2
Skoda Rapid,490000,2020,1197,Yes,Manual,49220,1,PETROL,8,2
Honda Amaze,975000,2017,1197,Yes,Manual,84614,1,DIESEL,8,2
Ford FREESTYLE,550000,2018,1197,Yes,Manual,62700,2,PETROL,8,2
Maruti Swift Dzire,823000,2013,1197,Yes,Manual,25799,1,PETROL,8,2
2014 Maruti Wagon R 1.0 LXI,294000,2014,998,No,Manual,45538,2,PETROL,2,0
Hyundai Elite i20,567000,2016,1197,Yes,Manual,51276,2,PETROL,8,2
Hyundai Elite i20,483000,2016,1197,Yes,Manual,81188,2,PETROL,8,2
Maruti Dzire,1728000,2020,1197,Yes,Manual,24520,1,PETROL,8,2
Maruti Swift,570000,2019,1197,Yes,Manual,56907,1,PETROL,8,2
Hyundai Elite i20,545000,2017,1197,Yes,Manual,78723,1,CNG,8,2
Mahindra TUV300,822000,2019,1197,Yes,Manual,111198,1,DIESEL,8,2
Maruti Wagon R 1.0,199000,2010,1197,Yes,Manual,31596,1,PETROL,8,2
Mahindra XUV500,1230000,2018,1197,Yes,Manual,57411,1,DIESEL,8,2
Maruti Swift,278000,2014,1197,Yes,Manual,44597,1,PETROL,8,2
Toyota Corolla Altis,234000,2010,1197,Yes,Manual,69278,2,PETROL,8,2
Mahindra KUV 100 NXT,517000,2018,1197,Yes,Manual,9254,1,PETROL,8,2
Maruti Swift,745000,2018,1197,Yes,Manual,70690,1,DIESEL,8,2
2014 Maruti Swift Dzire VDI,530000,2014,1248,Yes,Manual,89284,1,DIESEL,31,3
Hyundai i10,305000,2010,1197,Yes,Manual,46972,2,PETROL,8,2
Honda Amaze,627000,2022,1197,Yes,Manual,93309,1,PETROL,8,2
Datsun Redi Go,326000,2019,1197,Yes,Manual,23072,1,PETROL,8,2
Volkswagen Polo,517000,2018,1197,Yes,Manual,50674,2,PETROL,8,2
Hyundai VENUE,1091000,2021,1197,Yes,Manual,16168,2,PETROL,8,2
Maruti Alto 800,308000,2019,1197,Yes,Manual,23204,1,PETROL,8,2
Hyundai Eon,359000,2017,1197,Yes,Manual,25667,2,PETROL,8,2
Honda Jazz,461000,2016,1197,Yes,Manual,31130,1,PETROL,8,2
Hyundai Elite i20,701000,2017,1197,Yes,Manual,26997,1,PETROL,8,2
Maruti Swift,488000,2015,1197,Yes,Manual,32840,2,PETROL,8,2
Mahindra Thar,771000,2018,1197,Yes,Manual,35083,2,DIESEL,8,2
2017 Maruti Baleno ALPHA PETROL 1.2,662000,2017,1197,No,Manual,46751,1,PETROL,3,3
Maruti Alto K10,358000,2017,1197,Yes,Manual,44648,2,PETROL,8,2
Honda Jazz,525000,2016,1197,Yes,Manual,51949,1,PETROL,8,2
Maruti Vitara Brezza,947000,2020,1197,Yes,Manual,39570,1,PETROL,8,2
Renault Kwid,438000,2020,1197,Yes,Manual,25464,2,PETROL,8,2
2018 Maruti Swift ZXI AMT,587000,2018,1197,No,Automatic,60275,2,PETROL,13,7
Honda Brio,345000,2015,1197,Yes,Manual,34105,1,PETROL,8,2
Hyundai Grand i10,482000,2018,1197,Yes,Manual,56587,2,PETROL,8,2
Hyundai i20 Active,744000,2018,1197,Yes,Manual,44266,2,DIESEL,8,2
Maruti Swift,488000,2017,1197,Yes,Manual,42955,1,PETROL,8,2
Maruti Alto 800,316000,2017,1197,Yes,Manual,39006,2,PETROL,8,2
Maruti Celerio,535000,2019,1197,Yes,Manual,15356,1,PETROL,8,2
Hyundai Elite i20,555000,2017,1197,Yes,Manual,58135,2,PETROL,8,2
2021 Maruti S PRESSO LXI,368000,2021,998,Yes,Manual,35273,1,PETROL,13,2
Maruti Celerio,488000,2021,1197,Yes,Manual,9647,1,PETROL,8,2
Renault Kwid,338000,2018,1197,Yes,Manual,57700,2,PETROL,8,2
Maruti Alto 800,232000,2016,1197,Yes,Manual,77168,2,PETROL,8,2
Maruti Swift Dzire,803000,2016,1197,Yes,Manual,53258,1,DIESEL,8,2
Maruti Dzire,400000,2017,1197,Yes,Manual,86802,2,DIESEL,8,2
Renault Duster,659000,2018,1197,Yes,Manual,73676,1,DIESEL,8,2
Hyundai Grand i10,515000,2017,1197,Yes,Manual,18299,1,PETROL,8,2
Maruti Alto,324200,2020,1197,Yes,Manual,24952,1,PETROL,8,2
Maruti IGNIS,548000,2018,1197,Yes,Manual,38184,2,CNG,8,2
Maruti Ciaz,519000,2019,1197,Yes,Manual,101063,1,PETROL,8,2
Hyundai Grand i10,368000,2016,1197,Yes,Manual,85435,1,PETROL,8,2
Maruti Vitara Brezza,920350,2020,1197,Yes,Manual,14546,1,PETROL,8,2
Maruti Celerio,501700,2019,1197,Yes,Manual,89573,1,CNG,8,2
Maruti Swift,729000,2018,1197,Yes,Manual,45911,1,PETROL,8,2
Honda City,535000,2012,1197,Yes,Manual,76739,2,CNG,8,2
Maruti Alto 800,319000,2017,1197,Yes,Manual,21716,1,PETROL,8,2
Maruti Wagon R 1.0,296000,2014,1197,Yes,Manual,73371,1,PETROL,8,2
Maruti Celerio,332000,2015,1197,Yes,Manual,96295,2,CNG,8,2
Honda City,553000,2015,1197,Yes,Manual,100774,3,DIESEL,8,2
Honda Amaze,299000,2018,1197,Yes,Manual,56112,1,PETROL,8,2
Mahindra XUV500,1045000,2018,1197,Yes,Manual,66470,2,DIESEL,8,2
Maruti S PRESSO,503000,2020,1197,Yes,Manual,51289,1,CNG,8,2
Ford Ecosport,694000,2017,1197,Yes,Manual,85982,2,PETROL,8,2
Hyundai Elite i20,505000,2016,1197,Yes,Manual,71388,2,PETROL,8,2
2021 Maruti Baleno ZETA CVT PETROL 1.2,823000,2021,1197,No,Automatic,26477,2,PETROL,3,0
Maruti Baleno,533000,2017,1197,Yes,Manual,55788,1,PETROL,8,2
Maruti Swift,455000,2016,1197,Yes,Manual,66224,1,DIESEL,8,2
Honda City,613400,2018,1197,Yes,Manual,48806,1,PETROL,8,2
2022 Maruti Baleno DELTA PETROL 1.2,743000,2022,1197,No,Manual,19025,1,PETROL,9,4
Tata Tiago,390000,2018,1197,Yes,Manual,54616,1,PETROL,8,2
Hyundai Verna,561000,2016,1197,Yes,Manual,65593,1,PETROL,8,2
Maruti Alto,430000,2020,1197,Yes,Manual,75591,1,CNG,8,2
2016 Maruti Alto 800 LXI,251000,2016,796,Yes,Manual,45935,2,PETROL,19,1
Mahindra KUV 100 NXT,382000,2018,1197,Yes,Manual,61528,2,PETROL,8,2
Maruti New Wagon-R,557000,2020,1197,Yes,Manual,75084,1,PETROL,8,2
KIA SONET,1054000,2020,1197,Yes,Manual,97165,1,DIESEL,8,2
Hyundai Grand i10,374000,2014,1197,Yes,Manual,41213,1,PETROL,8,2
2021 Maruti Alto LXI O,380000,2021,796,Yes,Manual,26792,1,PETROL,4,0
Maruti Wagon R 1.0,305000,2015,1197,Yes,Manual,96498,1,PETROL,8,2
Honda WR-V,693000,2017,1197,Yes,Manual,86605,1,PETROL,8,2
2017 Maruti IGNIS ZETA 1.2 AMT DUAL TONE,478000,2017,1197,Yes,Automatic,19428,2,PETROL,3,4
Ford FREESTYLE,583000,2019,1197,Yes,Manual,17523,1,PETROL,8,2
Tata PUNCH,852000,2022,1197,Yes,Manual,8861,1,PETROL,8,2
Renault TRIBER,752000,2020,1197,Yes,Manual,21801,1,PETROL,8,2
Maruti Celerio,385000,2015,1197,Yes,Manual,93172,1,PETROL,8,2
Volkswagen Polo,192000,2010,1197,Yes,Manual,102254,2,PETROL,8,2
Volkswagen Vento,809000,2020,1197,Yes,Manual,22192,2,PETROL,8,2
Maruti Vitara Brezza,986000,2018,1197,Yes,Manual,50643,2,DIESEL,8,2
Hyundai Creta,1126000,2022,1197,Yes,Manual,19131,1,PETROL,8,2
Ford FREESTYLE,500000,2018,1197,Yes,Manual,37625,1,DIESEL,8,2
Maruti Alto K10,294000,2014,1197,Yes,Manual,61596,1,PETROL,8,2
Maruti Alto 800,292000,2018,1197,Yes,Manual,40069,2,PETROL,8,2
KIA SELTOS,1158000,2020,1197,Yes,Manual,20357,1,PETROL,8,2
Maruti Ritz,160000,2010,1197,Yes,Manual,72199,2,PETROL,8,2
Tata Tiago,479000,2018,1197,Yes,Manual,79688,1,CNG,8,2
Tata NEXON,855000,2019,1197,Yes,Manual,73019,1,PETROL,8,2
Hyundai Verna,995000,2018,1197,Yes,Manual,40153,1,DIESEL,8,2
2014 Maruti Alto K10 VXI AMT,265000,2014,998,Yes,Automatic,71297,1,PETROL,5,3
Maruti S PRESSO,505000,2022,1197,Yes,Manual,45872,1,PETROL,8,2
2022 Maruti Alto VXI,424000,2022,796,Yes,Manual,10612,1,PETROL,1,1
Tata TIAGO NRG,543000,2019,1197,Yes,Manual,51527,2,PETROL,8,2
KIA SELTOS,1778000,2020,1197,Yes,Manual,63008,1,PETROL,8,2
Nissan Micra Active,434000,2018,1197,Yes,Manual,47101,2,PETROL,8,2
Ford Ecosport,632000,2017,1197,Yes,Manual,85389,1,DIESEL,8,2
2015 Maruti Wagon R 1.0 VXI,298000,2015,998,Yes,Manual,46592,1,PETROL,33,6
Skoda Octavia,1556000,2019,1197,Yes,Manual,67896,1,PETROL,8,2
Maruti Celerio,451000,2015,1197,Yes,Manual,56150,1,PETROL,8,2
Maruti Ciaz,939000,2020,1197,Yes,Manual,90951,1,DIESEL,8,2
Maruti Celerio,435000,2017,1197,Yes,Manual,88379,2,PETROL,8,2
Maruti Alto 800,335000,2017,1197,Yes,Manual,58647,1,PETROL,8,2
Honda Jazz,684000,2019,1197,Yes,Manual,60129,1,PETROL,8,2
Maruti Ciaz,674000,2016,1197,Yes,Manual,63155,2,DIESEL,8,2
Hyundai i20,241200,2010,1197,Yes,Manual,41580,2,PETROL,8,2
Maruti Swift,189000,2010,1197,Yes,Manual,96216,2,PETROL,8,2
Toyota URBAN CRUISER,1017000,2021,1197,Yes,Manual,52691,1,PETROL,8,2
Toyota YARIS,1015000,2021,1197,Yes,Manual,23614,1,PETROL,8,2
2017 Maruti Dzire VXI,584000,2017,1197,Yes,Manual,86069,2,PETROL,26,14
Ford Ecosport,721000,2018,1197,Yes,Manual,84606,1,PETROL,8,2
Tata PUNCH,725000,2022,1197,Yes,Manual,7125,1,PETROL,8,2
2017 Maruti Baleno ZETA PETROL 1.2,613000,2017,1197,Yes,Manual,22396,2,PETROL,14,7
Maruti Celerio,382000,2014,1197,Yes,Manual,32777,1,PETROL,8,2
Maruti Baleno,606000,2018,1197,Yes,Manual,101696,2,DIESEL,8,2
Renault Kwid,480000,2021,1197,Yes,Manual,9263,1,PETROL,8,2
Maruti Alto K10,258000,2012,1197,Yes,Manual,57513,1,PETROL,8,2
Maruti IGNIS,613000,2018,1197,Yes,Manual,73936,1,PETROL,8,2
Maruti Wagon R 1.0,314000,2014,1197,Yes,Manual,77267,1,PETROL,8,2
Maruti Dzire,613000,2019,1197,Yes,Manual,65664,1,PETROL,8,2
Honda Amaze,788000,2020,1197,Yes,Manual,50385,1,PETROL,8,2
2013 Maruti Wagon R Stingray VXI,295000,2013,998,No,Manual,35954,1,PETROL,25,3
2014 Maruti Swift VXI,369000,2014,1197,Yes,Manual,124105,1,CNG,0,0
Volkswagen Polo,341000,2011,1197,Yes,Manual,42942,1,PETROL,8,2
Volkswagen Polo,569000,2016,1197,Yes,Manual,66057,2,PETROL,8,2
Hyundai Grand i10,454000,2015,1197,Yes,Manual,49479,3,PETROL,8,2
Maruti Alto 800,254800,2013,1197,Yes,Manual,73065,1,PETROL,8,2
Renault Kwid,246000,2016,1197,Yes,Manual,80786,2,PETROL,8,2
2013 Maruti Alto K10 VXI,194000,2013,998,No,Manual,62715,2,PETROL,10,8
Maruti Swift,372000,2014,1197,Yes,Manual,44992,1,PETROL,8,2
KIA SONET,984000,2021,1197,Yes,Manual,13890,1,PETROL,8,2
Hyundai Grand i10,465000,2016,1197,Yes,Manual,65532,2,PETROL,8,2
2017 Maruti Ciaz ALPHA 1.4 PETROL,583000,2017,1373,Yes,Manual,93015,1,PETROL,19,12
Ford New Figo,570000,2021,1197,Yes,Manual,21230,1,PETROL,8,2
Maruti Swift Dzire,409000,2016,1197,Yes,Manual,67654,1,DIESEL,8,2
2017 Maruti Dzire ZXI PLUS AMT,616000,2017,1197,Yes,Automatic,72891,2,PETROL,3,7
Maruti Ciaz,623000,2017,1197,Yes,Manual,104073,2,PETROL,8,2
Maruti Baleno,625000,2017,1197,Yes,Manual,29164,2,PETROL,8,2
Maruti S PRESSO,514000,2022,1197,Yes,Manual,3878,1,PETROL,8,2
Maruti Celerio,399000,2016,1197,Yes,Manual,69437,3,PETROL,8,2
Toyota Etios Liva,429000,2016,1197,Yes,Manual,36589,1,PETROL,8,2
Volkswagen Polo,400000,2015,1197,Yes,Manual,84265,2,PETROL,8,2
2013 Maruti Alto 800 LXI,219000,2013,796,Yes,Manual,48658,2,PETROL,2,4
Mahindra XUV500,1119000,2017,1197,Yes,Manual,55456,1,DIESEL,8,2
Honda Amaze,384000,2018,1197,Yes,Manual,51603,1,PETROL,8,2
Maruti Baleno,655000,2020,1197,Yes,Manual,35053,1,PETROL,8,2
Toyota Etios Liva,203000,2011,1197,Yes,Manual,78075,1,PETROL,8,2
Renault Kiger,792000,2021,1197,Yes,Manual,11244,1,PETROL,8,2
Maruti New Wagon-R,496000,2019,1197,Yes,Manual,85969,1,CNG,8,2
Maruti Swift,331200,2012,1197,Yes,Manual,99428,3,CNG,8,2
Maruti Swift,469000,2017,1197,Yes,Manual,73848,1,DIESEL,8,2
2018 Maruti Baleno DELTA PETROL 1.2,484000,2018,1197,Yes,Manual,98346,1,PETROL,7,3
Hyundai Elite i20,613000,2019,1197,Yes,Manual,27844,1,PETROL,8,2
2018 Maruti IGNIS DELTA 1.2 AMT,484000,2018,1197,Yes,Automatic,26662,1,PETROL,2,0
KIA SONET,900000,2021,1197,Yes,Manual,27698,1,DIESEL,8,2
Maruti Wagon R 1.0,436000,2016,1197,Yes,Manual,55901,2,PETROL,8,2
Maruti Dzire,564000,2019,1197,Yes,Manual,65131,2,PETROL,8,2
2020 Maruti Baleno DELTA PETROL 1.2,608000,2020,1197,No,Manual,38482,1,PETROL,2,6
Maruti Alto 800,233000,2013,1197,Yes,Manual,76653,2,PETROL,8,2
Volkswagen Ameo,567000,2017,1197,Yes,Manual,77357,2,DIESEL,8,2
Volkswagen Ameo,494000,2016,1197,Yes,Manual,69657,1,PETROL,8,2
Maruti S Cross,637000,2015,1197,Yes,Manual,91260,2,DIESEL,8,2
2013 Maruti Swift VDI,415000,2013,1248,No,Manual,97837,3,DIESEL,0,0
Toyota YARIS,916000,2021,1197,Yes,Manual,35877,1,PETROL,8,2
2014 Maruti Wagon R 1.0 LXI,326000,2014,998,No,Manual,53063,2,PETROL,11,5
Maruti Alto 800,257000,2016,1197,Yes,Manual,66948,2,PETROL,8,2
Renault Kwid,325000,2016,1197,Yes,Manual,42167,2,PETROL,8,2
Hyundai Elite i20,692000,2017,1197,Yes,Manual,60136,1,PETROL,8,2
Maruti Alto,354000,2020,1197,Yes,Manual,28952,1,PETROL,8,2
2021 Maruti Ertiga VXI SHVS,862000,2021,1462,No,Manual,19901,1,PETROL,1,0
Hyundai GRAND I10 NIOS,677000,2022,1197,Yes,Manual,5200,1,PETROL,8,2
Honda Amaze,401000,2017,1197,Yes,Manual,97313,2,PETROL,8,2
Maruti IGNIS,537000,2018,1197,Yes,Manual,26137,2,PETROL,8,2
Nissan MAGNITE,622000,2022,1197,Yes,Manual,11097,1,PETROL,8,2
Toyota Etios Liva,330000,2015,1197,Yes,Manual,56351,1,PETROL,8,2
Maruti Celerio,433000,2018,1197,Yes,Manual,51390,1,CNG,8,2
Hyundai Elite i20,531000,2017,1197,Yes,Manual,55856,2,PETROL,8,2
Maruti Dzire,612000,2018,1197,Yes,Manual,30432,1,PETROL,8,2
